Customer,Category,Product,Quantity,Price,Total_Sales,Date
Frank,Electronics,Laptop,1.0,350.31,350.31,2023-07-05
Alice,Toys,Board Game,4.0,140.64,562.56,2023-09-29
Grace,Electronics,Smartphone,10.0,97.69,0.0,2023-09-07
Bob,Apparel,Jacket,7.0,472.85,3309.95,2023-03-19
Alice,Apparel,Jacket,9.0,172.56,0.0,2023-08-05
Frank,Electronics,Smartphone,6.0,266.58,1599.48,2023-06-16
Emma,Electronics,Smartphone,4.0,489.1,1956.4,2023-08-03
Frank,Electronics,Smartphone,1.0,475.92,475.92,2023-07-09
Bob,Electronics,Headphones,2.0,465.65,931.3,2023-03-02
Charlie,Toys,Board Game,2.0,453.73,907.46,2023-01-04
Grace,Electronics,Tablet,7.0,466.5,3265.5,2023-06-18
Bob,Automotive,Car Battery,10.0,169.21,1692.1,2023-04-11
David,Electronics,Laptop,5.0,236.82,1184.1,2023-01-02
David,Home Goods,Microwave,9.0,208.0,1872.0,2023-04-23
Charlie,Automotive,Oil Filter,6.0,,0.0,2023-10-29
Grace,Toys,Toy Car,6.0,91.95,551.7,2023-01-24
Alice,Electronics,Headphones,8.0,420.82,3366.56,2023-11-11
David,Home Goods,Toaster,9.0,294.56,2651.04,2023-09-14
David,Apparel,Shirt,,273.39,0.0,2023-01-02
Bob,Apparel,Shirt,8.0,172.76,1382.08,2023-08-10
Hannah,Home Goods,Microwave,,274.38,0.0,2023-07-12
Grace,Apparel,Shirt,7.0,269.36,1885.52,2023-12-31
Grace,Toys,Board Game,4.0,,0.0,2023-12-12
Hannah,Toys,Toy Car,5.0,348.47,0.0,2023-05-02
Charlie,Home Goods,Vacuum Cleaner,6.0,132.34,794.04,2023-02-21
Alice,Toys,Action Figure,10.0,312.47,3124.7,2023-07-17
David,Automotive,Spark Plug,1.0,252.51,252.51,2023-01-16
Grace,Automotive,Spark Plug,,334.48,0.0,2023-05-24
David,Toys,Action Figure,9.0,455.97,4103.73,2023-10-18
Grace,Toys,Puzzle,8.0,283.53,2268.24,2023-05-27
Grace,Home Goods,Vacuum Cleaner,9.0,269.06,2421.54,2023-12-04
Charlie,Electronics,Tablet,3.0,,0.0,2023-08-24
Emma,Apparel,Shoes,9.0,246.22,0.0,2023-04-25
Hannah,Apparel,Shoes,9.0,269.73,2427.57,2023-09-27
Bob,Home Goods,Toaster,1.0,87.05,87.05,2023-04-20
David,Home Goods,Toaster,8.0,40.43,323.44,2023-07-30
David,Electronics,Laptop,10.0,73.03,0.0,2023-11-23
Bob,Apparel,Pants,9.0,135.66,1220.94,2023-10-05
Emma,Apparel,Shirt,3.0,76.45,229.35,2023-10-09
Grace,Home Goods,Toaster,9.0,175.25,1577.25,2023-12-06
Bob,Home Goods,Blender,5.0,100.83,504.15,2023-11-06
Emma,Home Goods,Microwave,3.0,277.16,831.48,2023-11-19
Alice,Home Goods,Vacuum Cleaner,7.0,83.15,582.05,2023-08-18
Emma,Home Goods,Toaster,6.0,202.11,1212.66,2023-03-20
Emma,Home Goods,Microwave,10.0,201.23,2012.3,2023-11-29
David,Automotive,Tire,9.0,58.45,526.05,2023-05-21
Bob,Electronics,Headphones,,313.15,0.0,2023-10-18
Grace,Home Goods,Vacuum Cleaner,9.0,63.58,572.22,2023-09-17
Bob,Home Goods,Toaster,4.0,163.34,0.0,2023-05-26
Grace,Home Goods,Toaster,8.0,159.41,0.0,2023-02-24
David,Automotive,Oil Filter,10.0,399.71,3997.1,2023-05-19
Grace,Toys,Puzzle,10.0,119.03,1190.3,2023-05-29
Frank,Home Goods,Vacuum Cleaner,3.0,482.56,1447.68,2023-02-28
Hannah,Apparel,Shoes,6.0,344.74,2068.44,2023-10-27
David,Electronics,Tablet,1.0,,0.0,2023-07-20
Alice,Home Goods,Toaster,9.0,439.19,0.0,2023-05-02
David,Electronics,Headphones,7.0,41.41,289.87,2023-09-18
Emma,Toys,Action Figure,4.0,454.9,1819.6,2023-05-12
Emma,Automotive,Car Battery,4.0,436.92,1747.68,2023-05-28
Grace,Automotive,Tire,4.0,161.59,646.36,2023-04-24
Hannah,Apparel,Shoes,8.0,118.91,951.28,2023-11-02
Grace,Toys,Board Game,1.0,414.0,414.0,2023-10-06
Grace,Toys,Action Figure,10.0,342.26,3422.6,2023-11-10
Emma,Apparel,Pants,9.0,447.19,4024.71,2023-07-19
Grace,Electronics,Smartphone,1.0,144.84,144.84,2023-10-15
Hannah,Apparel,Pants,1.0,287.45,287.45,2023-01-23
Hannah,Automotive,Tire,9.0,114.13,1027.17,2023-09-02
Hannah,Apparel,Jacket,9.0,261.72,2355.48,2023-10-03
Emma,Home Goods,Blender,6.0,135.59,0.0,2023-02-19
David,Toys,Board Game,2.0,280.48,560.96,2023-02-20
Frank,Automotive,Car Battery,4.0,292.4,0.0,2023-06-14
Emma,Home Goods,Vacuum Cleaner,5.0,132.49,662.45,2023-04-22
David,Automotive,Oil Filter,10.0,412.6,4126.0,2023-05-23
Grace,Toys,Toy Car,10.0,243.73,0.0,2023-03-15
David,Toys,Action Figure,3.0,226.56,0.0,2023-10-08
Frank,Toys,Toy Car,5.0,,0.0,2023-02-07
Alice,Apparel,Jacket,6.0,189.27,1135.62,2023-08-19
Charlie,Automotive,Tire,7.0,68.7,480.9,2023-01-12
Emma,Automotive,Tire,10.0,187.02,1870.2,2023-11-09
Grace,Apparel,Jacket,9.0,112.59,0.0,2023-08-18
Hannah,Toys,Toy Car,6.0,471.51,0.0,2023-03-16
Bob,Home Goods,Blender,2.0,348.52,697.04,2023-10-13
Emma,Home Goods,Toaster,8.0,380.28,3042.24,2023-11-13
Alice,Apparel,Shoes,1.0,345.99,345.99,2023-09-04
Grace,Toys,Puzzle,5.0,416.59,2082.95,2023-12-15
David,Toys,Puzzle,6.0,267.34,1604.04,2023-02-05
Alice,Automotive,Spark Plug,5.0,232.57,1162.85,2023-01-01
Grace,Automotive,Car Battery,4.0,249.08,996.32,2023-08-06
Grace,Automotive,Spark Plug,4.0,107.86,431.44,2023-04-05
Emma,Home Goods,Toaster,7.0,40.35,282.45,2023-02-27
Bob,Automotive,Tire,10.0,343.49,3434.9,2023-02-24
Bob,Home Goods,Vacuum Cleaner,4.0,,0.0,2023-08-16
Charlie,Apparel,Shoes,1.0,159.67,159.67,2023-10-13
Bob,Electronics,Tablet,7.0,84.1,0.0,2023-12-04
Grace,Automotive,Spark Plug,10.0,177.8,1778.0,2023-11-01
Frank,Home Goods,Toaster,4.0,170.74,682.96,2023-01-05
Alice,Automotive,Car Battery,6.0,248.11,1488.66,2023-10-06
David,Home Goods,Blender,10.0,378.06,3780.6,2023-09-07
Grace,Automotive,Car Battery,9.0,443.59,3992.31,2023-08-16
David,Electronics,Headphones,7.0,48.5,339.5,2023-09-17
Charlie,Toys,Action Figure,2.0,288.7,577.4,2023-05-20
Bob,Toys,Puzzle,4.0,33.72,0.0,2023-04-24
Bob,Toys,Puzzle,9.0,95.4,858.6,2023-11-19
Bob,Home Goods,Toaster,2.0,383.41,0.0,2023-02-06
Frank,Apparel,Pants,8.0,332.83,2662.64,2023-08-30
Bob,Home Goods,Vacuum Cleaner,6.0,147.87,887.22,2023-02-20
Grace,Apparel,Pants,3.0,411.32,1233.96,2023-01-12
Charlie,Toys,Action Figure,8.0,262.81,2102.48,2023-04-08
Emma,Electronics,Laptop,4.0,,0.0,2023-03-31
Frank,Home Goods,Blender,2.0,368.57,0.0,2023-12-09
Hannah,Automotive,Tire,4.0,430.16,1720.64,2023-06-12
Grace,Automotive,Tire,5.0,363.7,1818.5,2023-10-25
Bob,Home Goods,Toaster,3.0,132.01,396.03,2023-10-15
Alice,Home Goods,Toaster,2.0,118.23,236.46,2023-02-24
Bob,Automotive,Spark Plug,6.0,388.45,2330.7,2023-05-06
Alice,Apparel,Pants,7.0,76.09,532.63,2023-12-02
Charlie,Apparel,Jacket,1.0,96.79,96.79,2023-08-11
Frank,Toys,Board Game,10.0,362.02,0.0,2023-10-30
Emma,Electronics,Laptop,2.0,,0.0,2023-02-21
Bob,Electronics,Smartphone,8.0,225.1,1800.8,2023-07-13
Emma,Apparel,Pants,8.0,161.51,1292.08,2023-06-05
Emma,Home Goods,Vacuum Cleaner,2.0,391.41,782.82,2023-03-03
Frank,Apparel,Jacket,2.0,300.23,600.46,2023-12-14
Grace,Toys,Toy Car,6.0,266.05,1596.3,2023-02-21
Frank,Home Goods,Toaster,9.0,481.43,0.0,2023-03-18
Frank,Apparel,Shirt,2.0,356.78,713.56,2023-10-29
Charlie,Automotive,Car Battery,7.0,36.2,253.4,2023-11-22
Charlie,Electronics,Tablet,1.0,5.96,0.0,2023-04-09
David,Apparel,Pants,10.0,85.33,853.3,2023-11-12
Hannah,Apparel,Shirt,7.0,402.19,2815.33,2023-01-15
Alice,Electronics,Smartphone,7.0,450.4,3152.8,2023-06-29
David,Automotive,Spark Plug,2.0,342.83,685.66,2023-08-06
Grace,Automotive,Oil Filter,9.0,169.45,1525.05,2023-08-26
Alice,Automotive,Tire,6.0,136.43,818.58,2023-07-23
Grace,Toys,Board Game,8.0,233.91,1871.28,2023-11-27
Frank,Home Goods,Vacuum Cleaner,5.0,207.37,0.0,2023-05-06
Frank,Home Goods,Microwave,5.0,489.56,2447.8,2023-08-30
Alice,Home Goods,Microwave,10.0,158.04,0.0,2023-12-13
Frank,Apparel,Pants,7.0,248.0,1736.0,2023-11-26
Hannah,Apparel,Jacket,4.0,147.24,588.96,2023-08-26
Hannah,Apparel,Shoes,8.0,,0.0,2023-01-12
Emma,Home Goods,Microwave,1.0,66.29,66.29,2023-10-26
Charlie,Apparel,Pants,7.0,290.75,2035.25,2023-02-26
Frank,Electronics,Smartphone,3.0,154.22,462.66,2023-08-10
Grace,Electronics,Laptop,6.0,105.31,631.86,2023-07-22
Emma,Toys,Puzzle,3.0,95.67,287.01,2023-05-02
David,Toys,Puzzle,4.0,465.0,0.0,2023-10-11
David,Home Goods,Microwave,10.0,,0.0,2023-02-20
Frank,Apparel,Shirt,5.0,365.25,1826.25,2023-04-24
Grace,Toys,Puzzle,7.0,269.75,1888.25,2023-03-29
Hannah,Electronics,Headphones,10.0,263.66,2636.6,2023-04-03
Hannah,Electronics,Laptop,2.0,474.88,949.76,2023-06-18
Grace,Electronics,Laptop,8.0,234.21,1873.68,2023-03-15
Grace,Automotive,Car Battery,1.0,20.3,20.3,2023-06-27
Grace,Automotive,Oil Filter,3.0,109.0,327.0,2023-12-10
Hannah,Apparel,Jacket,8.0,287.67,2301.36,2023-08-06
Charlie,Electronics,Smartphone,9.0,368.78,3319.02,2023-02-05
Alice,Toys,Puzzle,5.0,336.38,1681.9,2023-03-01
Bob,Apparel,Shoes,8.0,227.91,1823.28,2023-08-12
Charlie,Home Goods,Blender,7.0,208.43,1459.01,2023-06-13
Hannah,Home Goods,Blender,7.0,320.88,2246.16,2023-12-11
Bob,Apparel,Pants,1.0,287.53,0.0,2023-12-01
Charlie,Automotive,Tire,10.0,235.52,2355.2,2023-07-21
Bob,Automotive,Oil Filter,1.0,8.71,8.71,2023-02-06
Emma,Automotive,Spark Plug,4.0,35.9,143.6,2023-10-29
David,Apparel,Pants,1.0,268.22,268.22,2023-11-28
Charlie,Apparel,Shirt,10.0,132.35,1323.5,2023-11-12
Hannah,Home Goods,Toaster,3.0,78.98,236.94,2023-09-18
Frank,Apparel,Shoes,6.0,266.44,0.0,2023-07-28
Alice,Electronics,Smartphone,8.0,281.02,2248.16,2023-02-23
Frank,Apparel,Shoes,1.0,339.5,339.5,2023-03-06
Alice,Apparel,Jacket,5.0,433.57,2167.85,2023-09-15
Grace,Home Goods,Microwave,7.0,322.23,2255.61,2023-12-17
David,Apparel,Shirt,5.0,235.57,1177.85,2023-07-07
Hannah,Home Goods,Blender,10.0,300.55,3005.5,2023-11-12
Bob,Electronics,Tablet,5.0,408.55,2042.75,2023-01-07
Charlie,Automotive,Spark Plug,9.0,177.71,1599.39,2023-11-09
Emma,Electronics,Smartphone,6.0,374.28,2245.68,2023-12-02
Frank,Toys,Puzzle,5.0,225.25,1126.25,2023-02-27
Grace,Apparel,Shoes,,282.4,0.0,2023-04-06
Emma,Toys,Puzzle,3.0,339.33,1017.99,2023-10-22
Charlie,Automotive,Tire,3.0,350.18,0.0,2023-02-12
Frank,Toys,Action Figure,6.0,406.71,2440.26,2023-11-27
Frank,Electronics,Tablet,3.0,484.68,0.0,2023-09-23
Hannah,Home Goods,Toaster,5.0,,0.0,2023-11-28
David,Home Goods,Blender,5.0,489.44,2447.2,2023-12-29
Grace,Apparel,Shirt,8.0,487.68,0.0,2023-01-11
Frank,Electronics,Smartphone,9.0,174.13,1567.17,2023-10-08
Frank,Toys,Toy Car,7.0,324.92,2274.44,2023-02-05
Alice,Home Goods,Toaster,7.0,77.33,541.31,2023-09-11
Bob,Automotive,Car Battery,3.0,375.01,1125.03,2023-08-28
Charlie,Automotive,Oil Filter,7.0,121.29,849.03,2023-01-11
Alice,Toys,Action Figure,10.0,463.21,4632.1,2023-02-01
Alice,Automotive,Car Battery,,291.86,0.0,2023-02-07
Charlie,Home Goods,Microwave,9.0,475.18,4276.62,2023-06-06
Emma,Home Goods,Vacuum Cleaner,1.0,12.09,12.09,2023-06-27
Charlie,Home Goods,Microwave,10.0,324.5,3245.0,2023-12-08
Frank,Apparel,Shoes,8.0,17.51,140.08,2023-09-20
Grace,Automotive,Tire,1.0,325.03,0.0,2023-06-30
Hannah,Automotive,Oil Filter,7.0,260.29,1822.03,2023-04-24
David,Toys,Action Figure,,145.86,0.0,2023-12-17
Frank,Automotive,Spark Plug,5.0,165.7,828.5,2023-03-27
Grace,Automotive,Tire,3.0,421.96,1265.88,2023-08-28
Charlie,Electronics,Smartphone,7.0,352.04,2464.28,2023-09-23
Frank,Toys,Action Figure,,390.6,0.0,2023-05-30
David,Apparel,Shoes,9.0,425.6,3830.4,2023-08-16
Hannah,Apparel,Jacket,5.0,393.4,1967.0,2023-06-28
Grace,Apparel,Shirt,10.0,32.12,321.2,2023-04-19
Alice,Apparel,Shirt,,12.97,0.0,2023-09-14
David,Home Goods,Microwave,7.0,434.55,3041.85,2023-06-16
Bob,Apparel,Jacket,3.0,227.42,0.0,2023-09-22
Alice,Electronics,Laptop,3.0,302.84,908.52,2023-02-15
Hannah,Automotive,Oil Filter,10.0,92.81,928.1,2023-10-16
Frank,Automotive,Car Battery,9.0,156.23,1406.07,2023-09-22
Bob,Electronics,Headphones,7.0,332.01,2324.07,2023-01-22
Grace,Toys,Toy Car,2.0,20.36,0.0,2023-02-15
Hannah,Toys,Toy Car,1.0,66.85,0.0,2023-05-05
Hannah,Apparel,Pants,4.0,268.63,1074.52,2023-08-11
Emma,Automotive,Spark Plug,6.0,108.66,651.96,2023-07-19
Emma,Electronics,Smartphone,9.0,225.74,2031.66,2023-04-23
Alice,Electronics,Headphones,6.0,459.22,2755.32,2023-09-28
David,Toys,Board Game,9.0,496.53,0.0,2023-05-07
Emma,Automotive,Tire,3.0,107.06,321.18,2023-04-18
Emma,Automotive,Tire,4.0,30.03,120.12,2023-11-04
Emma,Toys,Board Game,4.0,131.88,527.52,2023-07-20
Emma,Home Goods,Microwave,5.0,266.67,0.0,2023-08-07
Bob,Automotive,Spark Plug,7.0,157.12,1099.84,2023-03-27
Alice,Electronics,Laptop,6.0,424.47,2546.82,2023-02-25
Bob,Automotive,Tire,9.0,277.48,0.0,2023-03-05
David,Home Goods,Toaster,9.0,238.06,0.0,2023-07-08
Emma,Electronics,Laptop,9.0,187.39,1686.51,2023-05-31
David,Home Goods,Microwave,3.0,151.04,0.0,2023-09-25
David,Toys,Puzzle,10.0,405.88,4058.8,2023-01-09
Bob,Electronics,Headphones,9.0,133.81,1204.29,2023-03-19
Emma,Apparel,Jacket,5.0,217.31,1086.55,2023-08-15
Alice,Automotive,Oil Filter,7.0,396.07,2772.49,2023-11-15
Bob,Automotive,Oil Filter,8.0,244.05,1952.4,2023-03-23
Bob,Toys,Toy Car,9.0,182.67,1644.03,2023-04-23
Frank,Automotive,Oil Filter,1.0,481.74,481.74,2023-06-11
Emma,Apparel,Jacket,7.0,41.79,292.53,2023-07-10
Grace,Home Goods,Toaster,9.0,173.81,1564.29,2023-11-04
Frank,Automotive,Tire,3.0,,0.0,2023-05-14
Frank,Home Goods,Microwave,10.0,452.69,4526.9,2023-07-08
Frank,Home Goods,Toaster,4.0,351.04,1404.16,2023-10-02
Emma,Automotive,Oil Filter,2.0,178.47,356.94,2023-10-23
Hannah,Automotive,Oil Filter,,452.39,0.0,2023-02-17
Hannah,Toys,Puzzle,9.0,307.27,0.0,2023-03-23
Charlie,Home Goods,Toaster,8.0,293.32,2346.56,2023-01-16
Bob,Electronics,Laptop,10.0,335.01,3350.1,2023-11-13
Frank,Home Goods,Vacuum Cleaner,4.0,365.54,0.0,2023-07-16
Bob,Electronics,Tablet,,168.48,0.0,2023-06-01
Hannah,Apparel,Jacket,7.0,88.41,618.87,2023-05-31
Emma,Home Goods,Microwave,3.0,138.55,415.65,2023-10-12
Grace,Toys,Toy Car,1.0,18.34,18.34,2023-07-15
Grace,Toys,Puzzle,4.0,187.24,748.96,2023-03-09
Grace,Apparel,Shirt,3.0,485.18,1455.54,2023-11-04
Emma,Apparel,Jacket,2.0,281.79,0.0,2023-09-25
Emma,Toys,Board Game,5.0,133.35,666.75,2023-02-01
Alice,Electronics,Laptop,7.0,86.11,0.0,2023-07-22
Bob,Automotive,Spark Plug,,130.66,0.0,2023-11-20
Grace,Home Goods,Blender,2.0,322.45,644.9,2023-04-03
Hannah,Home Goods,Microwave,2.0,126.84,253.68,2023-06-16
Emma,Home Goods,Vacuum Cleaner,5.0,481.11,2405.55,2023-09-23
Frank,Electronics,Headphones,1.0,333.76,333.76,2023-11-03
Charlie,Electronics,Smartphone,8.0,219.73,1757.84,2023-01-24
David,Electronics,Laptop,10.0,459.55,4595.5,2023-06-15
Frank,Automotive,Car Battery,10.0,497.86,4978.6,2023-03-23
Charlie,Electronics,Laptop,5.0,289.45,0.0,2023-02-15
Frank,Electronics,Smartphone,1.0,119.73,119.73,2023-07-10
Emma,Automotive,Car Battery,10.0,108.2,1082.0,2023-03-21
Grace,Home Goods,Microwave,5.0,295.1,1475.5,2023-02-07
Charlie,Home Goods,Blender,3.0,152.15,456.45,2023-02-10
Grace,Automotive,Car Battery,9.0,68.88,0.0,2023-02-28
Charlie,Automotive,Car Battery,10.0,283.74,0.0,2023-10-01
Emma,Toys,Puzzle,7.0,108.66,0.0,2023-04-04
Charlie,Home Goods,Vacuum Cleaner,5.0,200.38,1001.9,2023-01-30
Emma,Automotive,Spark Plug,5.0,19.82,0.0,2023-10-26
Charlie,Apparel,Pants,6.0,197.19,1183.14,2023-04-11
Grace,Electronics,Laptop,3.0,170.8,0.0,2023-06-21
Hannah,Toys,Board Game,1.0,19.76,19.76,2023-12-15
David,Electronics,Tablet,6.0,,0.0,2023-06-17
Grace,Toys,Toy Car,7.0,171.72,1202.04,2023-01-10
Emma,Electronics,Tablet,8.0,85.63,0.0,2023-07-28
Grace,Apparel,Pants,5.0,228.34,1141.7,2023-06-17
Charlie,Electronics,Tablet,5.0,89.93,449.65,2023-04-07
Bob,Automotive,Spark Plug,3.0,423.12,1269.36,2023-09-18
Hannah,Automotive,Tire,4.0,345.49,1381.96,2023-10-17
Bob,Home Goods,Toaster,3.0,268.21,0.0,2023-06-09
Frank,Electronics,Headphones,6.0,207.5,1245.0,2023-06-05
Emma,Automotive,Spark Plug,2.0,17.57,35.14,2023-01-28
Grace,Toys,Action Figure,4.0,245.78,983.12,2023-10-25
Emma,Apparel,Shirt,7.0,417.78,2924.46,2023-07-18
Frank,Electronics,Tablet,4.0,458.94,1835.76,2023-11-27
Charlie,Electronics,Smartphone,6.0,309.14,1854.84,2023-06-05
Charlie,Toys,Puzzle,5.0,93.84,469.2,2023-03-29
Hannah,Apparel,Pants,6.0,140.78,844.68,2023-01-03
Emma,Home Goods,Blender,,138.52,0.0,2023-07-09
Charlie,Automotive,Spark Plug,9.0,204.85,1843.65,2023-02-20
Grace,Automotive,Tire,10.0,232.79,2327.9,2023-08-02
Alice,Automotive,Tire,3.0,288.19,864.57,2023-10-23
Frank,Electronics,Laptop,2.0,496.6,993.2,2023-09-17
Frank,Home Goods,Blender,5.0,202.53,1012.65,2023-10-18
David,Electronics,Laptop,2.0,371.48,742.96,2023-06-21
Emma,Home Goods,Vacuum Cleaner,3.0,497.04,1491.12,2023-09-14
Alice,Apparel,Shoes,9.0,113.25,1019.25,2023-07-27
Alice,Toys,Puzzle,4.0,381.29,1525.16,2023-05-06
Charlie,Automotive,Car Battery,4.0,328.47,1313.88,2023-05-12
Charlie,Apparel,Shoes,4.0,165.84,663.36,2023-12-28
Frank,Toys,Toy Car,,48.65,0.0,2023-12-28
Grace,Home Goods,Vacuum Cleaner,3.0,15.47,46.41,2023-10-29
Emma,Toys,Board Game,7.0,,0.0,2023-08-24
Hannah,Apparel,Jacket,5.0,154.04,770.2,2023-05-24
David,Automotive,Tire,1.0,137.83,0.0,2023-11-30
Frank,Electronics,Laptop,10.0,476.83,4768.3,2023-11-12
Emma,Automotive,Spark Plug,5.0,80.11,400.55,2023-09-12
Frank,Toys,Board Game,10.0,128.56,1285.6,2023-06-27
Charlie,Home Goods,Blender,1.0,96.56,96.56,2023-03-31
David,Toys,Toy Car,2.0,317.76,635.52,2023-12-22
David,Home Goods,Toaster,3.0,58.67,176.01,2023-05-30
Alice,Electronics,Smartphone,6.0,234.78,1408.68,2023-03-30
David,Home Goods,Microwave,10.0,69.61,0.0,2023-04-08
Hannah,Automotive,Tire,2.0,160.78,321.56,2023-03-07
Bob,Automotive,Tire,8.0,92.12,736.96,2023-02-03
Alice,Toys,Action Figure,1.0,76.68,76.68,2023-12-10
Emma,Automotive,Spark Plug,3.0,112.6,0.0,2023-03-30
Alice,Apparel,Shirt,6.0,174.04,0.0,2023-06-02
Hannah,Toys,Board Game,2.0,476.01,952.02,2023-02-15
David,Apparel,Shirt,10.0,18.3,183.0,2023-07-07
Grace,Apparel,Pants,1.0,470.07,470.07,2023-04-16
Grace,Automotive,Car Battery,5.0,110.58,552.9,2023-01-06
Emma,Automotive,Oil Filter,3.0,496.41,1489.23,2023-06-27
Charlie,Electronics,Tablet,4.0,326.14,1304.56,2023-06-01
Grace,Electronics,Laptop,,262.77,0.0,2023-07-23
Hannah,Toys,Action Figure,10.0,471.37,4713.7,2023-04-13
Emma,Electronics,Laptop,2.0,385.93,771.86,2023-03-11
Frank,Automotive,Spark Plug,2.0,142.0,284.0,2023-01-02
Emma,Automotive,Spark Plug,9.0,13.8,124.2,2023-09-12
Hannah,Electronics,Headphones,8.0,194.97,1559.76,2023-01-25
Frank,Apparel,Jacket,3.0,275.09,825.27,2023-09-07
Charlie,Apparel,Jacket,4.0,214.57,858.28,2023-01-13
Frank,Apparel,Jacket,8.0,425.96,3407.68,2023-12-06
Hannah,Home Goods,Vacuum Cleaner,5.0,199.79,998.95,2023-12-02
Frank,Toys,Action Figure,8.0,334.1,2672.8,2023-01-31
Alice,Home Goods,Toaster,1.0,112.47,112.47,2023-04-06
Frank,Electronics,Smartphone,8.0,481.58,0.0,2023-11-14
Alice,Toys,Toy Car,2.0,459.88,0.0,2023-11-22
Bob,Home Goods,Blender,5.0,415.91,2079.55,2023-04-15
Frank,Electronics,Headphones,10.0,488.58,4885.8,2023-09-02
Charlie,Electronics,Headphones,9.0,175.9,0.0,2023-05-14
David,Electronics,Tablet,10.0,280.37,2803.7,2023-08-20
Bob,Apparel,Shoes,3.0,125.19,375.57,2023-07-02
David,Automotive,Oil Filter,5.0,244.17,1220.85,2023-04-24
David,Toys,Toy Car,10.0,33.86,338.6,2023-09-12
Emma,Home Goods,Microwave,1.0,197.31,197.31,2023-05-20
Bob,Home Goods,Vacuum Cleaner,5.0,131.83,0.0,2023-06-07
Emma,Toys,Action Figure,6.0,464.38,0.0,2023-12-29
Charlie,Toys,Action Figure,7.0,84.03,588.21,2023-08-31
Charlie,Automotive,Car Battery,9.0,107.52,967.68,2023-03-24
Hannah,Automotive,Car Battery,1.0,55.75,55.75,2023-01-02
Grace,Apparel,Jacket,10.0,18.46,184.6,2023-05-20
Charlie,Apparel,Shoes,7.0,,0.0,2023-02-23
Frank,Electronics,Laptop,9.0,42.68,384.12,2023-02-27
Alice,Electronics,Laptop,4.0,346.31,1385.24,2023-07-02
Emma,Toys,Puzzle,5.0,310.62,0.0,2023-11-22
Hannah,Toys,Board Game,1.0,31.31,31.31,2023-08-01
Alice,Automotive,Spark Plug,9.0,147.82,0.0,2023-04-29
Grace,Home Goods,Vacuum Cleaner,1.0,152.06,152.06,2023-04-28
Frank,Electronics,Laptop,5.0,,0.0,2023-03-01
Bob,Home Goods,Toaster,9.0,282.06,2538.54,2023-09-07
David,Toys,Action Figure,5.0,297.03,1485.15,2023-12-09
Frank,Electronics,Headphones,2.0,419.98,839.96,2023-02-25
Hannah,Electronics,Smartphone,4.0,443.71,1774.84,2023-03-13
Frank,Toys,Puzzle,6.0,74.71,448.26,2023-07-01
Emma,Home Goods,Blender,5.0,233.53,1167.65,2023-06-20
Grace,Automotive,Car Battery,7.0,232.8,1629.6,2023-01-29
Alice,Apparel,Shirt,2.0,357.65,715.3,2023-02-15
Grace,Toys,Board Game,3.0,250.02,750.06,2023-02-24
Grace,Apparel,Shoes,8.0,185.88,1487.04,2023-10-22
Emma,Toys,Board Game,4.0,480.38,1921.52,2023-04-10
Bob,Automotive,Oil Filter,3.0,420.82,1262.46,2023-09-10
Grace,Toys,Board Game,8.0,396.67,0.0,2023-07-31
Frank,Toys,Action Figure,1.0,250.51,250.51,2023-12-17
Frank,Apparel,Shirt,4.0,14.7,58.8,2023-01-12
Bob,Automotive,Spark Plug,2.0,180.49,360.98,2023-06-19
David,Apparel,Shirt,5.0,372.14,1860.7,2023-03-21
Hannah,Apparel,Pants,3.0,484.13,1452.39,2023-06-27
David,Apparel,Shoes,6.0,219.53,1317.18,2023-02-24
Hannah,Apparel,Shoes,10.0,363.3,3633.0,2023-01-29
Bob,Home Goods,Toaster,5.0,416.67,2083.35,2023-04-28
Hannah,Toys,Board Game,5.0,301.92,0.0,2023-07-30
David,Electronics,Headphones,1.0,54.22,54.22,2023-10-11
Alice,Automotive,Tire,4.0,164.91,659.64,2023-01-16
David,Electronics,Headphones,2.0,220.86,441.72,2023-11-28
Grace,Automotive,Car Battery,10.0,424.98,4249.8,2023-03-15
Alice,Electronics,Laptop,4.0,205.34,821.36,2023-03-08
Grace,Home Goods,Toaster,1.0,348.15,348.15,2023-05-02
David,Toys,Toy Car,10.0,211.61,2116.1,2023-07-24
Bob,Automotive,Tire,7.0,283.95,0.0,2023-12-12
Alice,Apparel,Jacket,4.0,115.82,463.28,2023-03-09
Alice,Toys,Puzzle,6.0,267.37,1604.22,2023-02-15
Bob,Home Goods,Blender,9.0,229.57,2066.13,2023-02-11
Grace,Toys,Toy Car,10.0,393.26,3932.6,2023-08-16
Bob,Automotive,Car Battery,6.0,441.34,0.0,2023-09-21
Frank,Toys,Board Game,6.0,161.42,968.52,2023-10-04
Charlie,Electronics,Tablet,3.0,181.34,544.02,2023-12-30
Bob,Home Goods,Microwave,1.0,492.01,492.01,2023-11-16
Bob,Toys,Toy Car,10.0,158.59,1585.9,2023-09-01
Grace,Automotive,Oil Filter,8.0,293.98,2351.84,2023-01-27
Charlie,Home Goods,Toaster,6.0,499.86,2999.16,2023-01-27
Charlie,Toys,Board Game,4.0,223.62,894.48,2023-08-19
Charlie,Home Goods,Vacuum Cleaner,3.0,91.97,275.91,2023-02-05
Grace,Toys,Action Figure,2.0,229.63,459.26,2023-06-19
Alice,Automotive,Car Battery,5.0,101.52,507.6,2023-10-15
